Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel Type,Losses
181186,17,0,1,F,Married,15,G,300
139101,54,37,1,M,Single,13,G,401
136641,60,39,1,M,Married,2,G,65
141188,67,48,1,F,Single,11,G,17
153623,33,15,1,M,Single,2,D,708
150239,67,46,1,F,Single,10,G,341
185354,68,48,1,M,Married,2,G,277
127917,18,1,1,M,Single,13,D,527
154975,38,21,1,F,Married,12,G,206
117922,21,2,1,M,Married,2,D,892
166897,67,49,1,M,Single,3,G,414
166876,21,2,1,M,Married,12,G,207
197116,46,27,1,F,Married,0,G,341
169334,25,8,1,F,Married,8,G,416
155443,68,48,1,F,Married,11,G,71
163409,25,6,1,F,Married,8,G,280
140592,44,27,1,F,Single,8,G,373
140510,41,24,1,F,Single,9,G,398
167408,24,7,1,F,Married,1,G,458
164781,44,27,1,F,Married,8,G,299
101083,54,36,1,F,Married,8,G,300
149604,45,27,1,M,Single,7,G,472
116273,49,28,1,F,Married,3,D,528
134645,64,43,1,F,Single,6,G,300
137626,41,24,1,F,Married,7,G,292
131676,48,29,1,F,Single,5,G,438
191821,60,40,1,F,Married,0,D,555
187013,44,23,1,F,Married,0,D,525
160543,53,34,1,F,Married,1,D,503
170801,54,35,1,M,Married,15,G,231
164081,38,21,1,F,Single,10,G,404
196507,45,25,1,F,Married,7,G,295
148396,62,42,1,M,Married,2,D,556
146365,70,53,1,F,Single,14,G,153
101768,18,1,1,M,Single,13,G,463
170426,47,26,1,F,Married,7,G,360
186998,49,31,1,F,Married,14,G,128
100151,70,51,1,F,Married,11,G,33
155174,23,6,1,F,Single,8,D,649
165557,62,41,1,M,Married,5,G,56
167074,66,45,1,M,Married,9,G,49
150600,35,15,1,F,Single,8,G,354
114136,26,9,1,M,Single,8,G,385
102921,22,4,1,F,Single,14,G,269
188497,65,45,1,M,Married,4,G,219
181091,59,41,1,M,Single,10,G,419
160522,61,43,1,M,Single,5,G,89
105247,69,49,1,F,Married,10,G,231
141491,58,41,1,M,Single,10,G,458
124644,66,49,1,F,Married,5,G,499
107649,25,8,1,M,Single,14,D,712
162227,51,31,1,F,Married,15,G,315
126775,25,8,1,F,Single,10,G,495
174724,55,38,1,F,Single,7,G,438
116565,41,21,1,M,Married,9,G,351
145469,23,6,1,M,Married,12,G,379
127245,51,33,1,M,Single,9,G,468
118206,67,48,1,F,Single,4,G,137
110815,38,18,1,M,Married,3,D,690
133911,44,26,1,F,Married,15,G,234
178457,64,46,1,F,Married,8,G,228
149155,52,33,1,M,Married,2,D,562
121021,67,50,1,F,Single,1,G,131
177475,16,0,1,F,Single,9,D,517
108154,17,0,1,F,Married,4,D,807
109419,62,43,1,M,Married,6,G,285
101213,62,45,1,M,Single,6,G,266
169640,53,35,1,F,Married,5,G,472
124833,31,14,1,F,Single,7,G,343
159118,37,20,1,M,Married,4,G,470
190380,23,4,1,F,Married,12,G,292
196621,51,33,1,M,Single,8,G,437
162258,37,19,1,F,Single,10,G,417
172065,65,45,1,F,Married,4,G,153
199525,23,6,1,F,Married,12,G,138
186553,61,40,1,F,Married,15,G,93
144840,53,34,1,F,Married,12,G,175
142589,26,5,1,M,Married,4,D,738
178609,70,50,1,M,Married,5,G,154
186321,38,19,1,F,Married,7,G,311
139097,19,2,1,F,Single,14,G,279
138650,46,29,1,F,Married,8,G,329
189288,70,52,1,F,Single,1,G,385
135080,70,52,1,M,Married,15,G,157
145160,52,33,1,M,Single,2,D,816
173340,37,16,1,M,Married,5,D,665
104232,70,50,1,F,Single,6,G,392
124329,55,35,1,M,Single,8,G,389
168948,49,32,1,F,Married,7,G,320
102591,58,40,1,F,Single,6,G,430
161574,54,36,1,F,Single,8,G,488
124158,23,5,1,F,Married,11,G,237
187351,22,4,1,M,Married,14,G,198
180840,19,0,1,F,Married,13,G,277
173980,68,48,1,M,Married,2,G,39
134977,18,0,1,M,Married,14,G,280
171799,50,29,1,F,Single,8,G,466
126736,65,46,1,M,Married,2,G,435
111217,63,46,1,M,Married,12,G,217
157575,64,44,1,M,Married,6,G,67
176116,39,20,1,M,Single,0,D,862
192887,25,6,1,F,Single,6,D,648
191565,37,18,1,M,Married,6,G,400
103479,33,15,1,F,Single,4,D,695
193489,55,38,1,F,Married,11,G,112
173815,22,3,1,F,Single,11,G,240
107873,58,38,1,F,Married,2,G,386
143536,67,50,1,M,Married,7,G,94
147647,30,9,1,F,Single,1,D,601
177830,39,20,1,F,Single,6,G,366
142918,37,18,1,F,Married,10,G,299
100328,67,50,1,F,Married,9,G,227
132446,41,23,1,M,Single,6,G,448
167551,40,19,1,F,Single,7,G,471
128196,16,0,1,M,Single,15,D,789
126686,22,5,1,M,Single,11,G,437
161908,63,42,1,M,Married,0,D,581
131627,24,5,1,F,Single,14,G,481
188287,70,52,1,F,Married,8,G,270
179614,68,51,1,M,Married,15,G,59
192750,56,39,1,M,Married,7,G,353
131686,61,43,1,M,Married,8,G,349
110700,60,39,1,M,Single,12,G,188
135717,64,47,1,M,Single,13,G,212
111781,28,11,1,M,Single,12,G,297
145661,50,32,1,M,Single,7,G,463
100466,43,22,1,M,Married,8,G,356
185949,62,45,1,F,Married,10,G,31
123120,57,39,1,M,Married,4,D,694
168636,57,38,1,F,Married,15,G,143
145914,40,20,1,M,Married,3,D,503
198974,49,32,1,M,Married,10,G,338
178634,61,42,1,F,Married,14,G,89
154644,64,43,1,M,Single,3,G,455
194121,41,22,1,F,Married,8,G,346
116227,62,42,1,M,Married,5,G,446
191814,37,17,1,F,Married,3,D,518
109289,63,45,1,M,Married,5,G,367
178345,31,13,1,M,Married,6,G,321
154693,41,20,1,M,Single,12,G,487
125227,20,2,1,M,Married,10,G,473
150132,39,20,1,M,Married,15,G,242
126266,22,4,1,F,Single,4,D,569
118850,23,6,1,F,Single,3,D,642
124463,65,46,1,M,Married,9,G,42
131180,60,39,1,F,Married,12,G,148
186749,57,40,1,M,Married,3,G,409
122657,38,18,1,F,Married,4,D,576
145012,69,51,1,M,Single,12,G,161
100786,68,48,1,F,Married,9,G,123
192390,66,49,1,M,Single,8,G,147
158539,18,0,1,F,Single,13,D,518
146923,36,18,1,F,Single,11,G,241
162109,24,6,1,M,Married,13,G,497
116124,28,10,1,F,Married,8,G,320
100778,26,7,1,M,Single,9,D,563
139081,69,51,1,F,Married,7,G,126
187168,29,10,1,F,Married,11,G,107
175049,40,19,1,M,Married,15,G,207
173363,33,12,1,M,Single,4,D,919
144054,22,4,1,F,Married,12,G,191
152671,44,27,1,F,Single,7,G,379
153403,32,12,1,M,Single,10,D,502
160694,19,2,1,F,Single,14,G,272
147937,33,12,1,F,Married,8,G,287
176186,69,52,1,F,Single,14,G,235
118255,28,7,1,F,Married,6,G,356
109043,25,8,1,M,Single,15,G,441
104541,26,6,1,F,Single,1,G,481
166825,61,43,1,M,Married,1,G,179
159500,28,7,1,M,Single,6,G,411
177911,57,36,1,F,Married,1,G,445
153573,36,15,1,F,Married,13,G,250
119092,69,50,1,M,Single,15,G,162
129748,22,5,1,F,Single,14,D,681
126456,50,32,1,F,Married,12,G,309
122069,18,0,1,F,Married,12,G,429
131356,22,5,1,M,Single,6,D,801
151642,65,46,1,M,Single,8,G,378
113032,20,3,1,M,Single,15,D,606
108463,70,51,1,F,Single,8,G,343
176059,63,42,1,F,Single,9,G,366
143523,49,29,1,M,Single,6,D,531
186245,17,0,1,M,Married,14,G,256
198629,23,5,1,M,Married,8,D,652
119432,57,40,1,F,Single,15,G,402
192266,37,19,1,F,Single,3,D,589
102045,25,7,1,M,Married,13,G,365
179112,26,6,1,M,Single,6,G,491
189352,44,24,1,F,Married,14,G,189
156529,27,10,1,M,Single,6,G,430
163874,26,5,1,F,Married,10,G,349
114484,35,17,1,M,Single,8,G,499
145495,46,28,1,M,Married,4,D,631
123426,65,44,1,M,Married,2,G,480
190221,23,6,1,F,Single,14,D,536
146679,26,8,1,F,Single,14,G,307
170472,47,27,1,M,Single,6,G,434
190925,69,48,1,F,Married,6,G,120
115145,61,41,1,M,Married,4,D,526
175375,53,36,1,F,Married,11,G,298
115477,69,48,1,F,Single,14,G,31
125091,22,3,1,F,Single,12,G,192
193856,66,48,1,M,Married,12,G,63
149488,31,11,1,M,Married,5,D,664
118991,68,49,1,F,Single,6,G,76
136917,16,0,1,F,Married,13,G,224
116160,44,24,1,F,Married,10,G,327
110919,51,33,1,F,Single,8,G,462
152775,21,4,1,M,Single,13,G,460
125754,25,6,1,M,Single,15,D,571
134751,70,49,1,F,Married,8,G,149
132670,68,47,1,M,Single,4,G,231
183541,25,6,1,M,Married,3,D,546
111262,23,6,1,M,Married,14,G,293
188528,62,43,1,F,Married,2,D,600
170272,24,6,1,F,Married,12,G,494
118295,62,44,1,F,Married,5,D,545
152108,33,16,1,M,Single,14,G,398
160767,31,12,1,M,Single,4,D,728
108895,52,31,1,F,Married,5,D,512
103314,69,50,1,F,Married,1,G,383
139998,43,22,1,M,Married,6,G,361
158343,52,31,1,M,Single,8,G,405
118235,62,44,1,M,Single,15,G,169
156799,28,10,1,M,Single,5,D,564
183711,46,25,1,M,Married,2,G,390
188597,27,10,1,M,Single,0,D,722
100749,43,26,1,M,Married,2,D,592
164115,68,49,1,F,Single,8,G,313
132666,70,49,1,F,Single,5,G,194
170477,27,6,1,M,Single,11,D,547
164401,62,41,1,M,Single,7,G,91
130529,17,0,1,F,Single,13,G,351
147956,67,47,1,M,Single,0,D,738
134885,44,27,1,F,Single,6,G,453
171570,51,31,1,M,Married,6,G,312
171431,48,30,1,M,Single,9,G,462
126908,58,38,1,M,Single,15,G,214
149066,41,20,1,M,Single,5,G,497
195325,61,41,1,M,Single,15,G,237
113159,22,5,1,F,Single,12,D,669
184508,67,50,1,M,Single,6,G,102
114217,31,12,1,M,Married,11,G,325
130640,42,24,1,M,Married,6,G,410
153534,16,0,1,F,Single,15,G,272
190425,61,44,1,M,Single,9,G,415
187343,43,25,1,F,Married,8,G,334
198805,30,11,1,M,Single,7,D,514
109426,42,22,1,F,Single,7,G,404
128094,42,25,1,F,Married,2,G,472
169338,34,17,1,F,Married,10,G,313
177247,40,19,1,F,Married,8,G,359
154004,64,47,1,F,Married,5,G,270
137599,32,15,1,M,Single,0,D,511
146401,41,24,1,M,Single,6,D,514
148634,38,19,1,F,Married,11,G,303
128822,21,3,1,M,Married,13,G,250
138623,21,3,1,M,Married,15,G,455
164760,65,46,1,F,Single,4,G,346
129417,64,44,1,F,Married,9,G,221
177456,19,0,1,F,Married,15,G,228
172545,54,34,1,M,Married,10,G,361
186696,58,39,1,M,Married,10,G,345
126188,17,0,1,F,Married,14,G,382
163501,19,1,1,F,Married,9,G,391
160863,66,45,1,M,Single,1,G,102
109324,70,51,1,M,Married,8,G,300
133285,60,39,1,F,Single,6,G,45
145555,63,46,1,M,Married,6,G,137
183570,22,4,1,F,Married,15,G,108
110500,29,9,1,M,Single,0,D,666
192550,64,43,1,F,Married,10,G,53
114834,56,38,1,F,Married,15,G,300
113103,39,22,1,M,Married,14,G,154
114225,52,33,1,F,Married,11,G,182
174405,67,48,1,F,Single,2,G,281
151729,57,40,1,M,Married,3,D,625
135404,58,37,1,M,Married,14,G,187
187258,64,43,1,F,Married,0,G,375
181116,22,5,1,M,Married,10,D,693
101613,21,2,1,F,Married,6,G,343
176590,53,36,1,F,Single,10,G,375
175844,24,6,1,F,Married,7,G,369
111950,26,6,1,F,Married,9,G,382
133739,47,30,1,F,Single,7,G,453
186803,19,0,1,M,Single,14,D,836
137221,63,46,1,M,Married,7,G,244
102201,50,29,1,F,Married,4,D,588
196797,16,0,1,M,Married,15,G,170
180874,49,31,1,M,Single,12,G,166
184119,57,36,1,M,Married,10,G,375
154426,70,53,1,M,Single,11,G,99
155732,30,13,1,M,Married,1,G,417
147903,66,46,1,M,Single,13,G,169
166932,30,9,1,M,Married,6,G,387
118090,66,49,1,M,Married,9,G,152
167464,56,36,1,F,Married,0,G,369
190059,68,47,1,F,Single,15,G,101
107952,67,47,1,M,Single,10,G,98
111407,36,17,1,M,Single,8,G,480
178800,70,51,1,M,Single,6,D,524
170569,68,51,1,M,Married,14,G,284
142228,16,0,1,F,Married,14,G,237
172181,19,0,1,F,Single,11,D,703
149102,19,0,1,F,Single,15,D,514
114383,20,3,1,M,Married,7,G,460
119492,16,0,1,F,Married,12,G,258
138210,68,51,1,F,Married,13,G,70
193059,16,0,1,M,Married,14,G,195
139789,23,4,1,F,Single,11,D,562
157767,33,15,1,M,Married,8,G,347
161497,69,49,1,F,Married,2,G,151
174691,52,31,1,M,Married,10,G,354
117770,20,2,1,F,Married,12,G,178
181759,27,6,1,M,Single,9,G,466
115759,70,49,1,M,Married,1,G,366
141628,22,4,1,F,Married,8,G,319
144657,16,0,1,M,Married,10,G,457
132983,23,5,1,F,Single,1,D,1069
150218,69,51,1,F,Single,8,G,221
169299,51,34,1,F,Married,14,G,209
112455,37,17,1,F,Single,9,G,459
129126,39,22,1,M,Married,7,G,352
199532,26,7,1,F,Married,6,G,346
197834,36,19,1,M,Single,7,G,444
199301,21,3,1,F,Single,15,D,584
176055,39,19,1,F,Married,10,G,340
110213,47,28,1,M,Single,12,G,343
175460,66,49,1,F,Married,11,G,35
196111,19,1,1,M,Single,11,D,660
177948,44,27,1,F,Single,4,D,688
123025,24,5,1,F,Single,7,G,426
130340,51,31,1,M,Single,4,D,600
199204,39,20,1,M,Married,10,G,320
197568,38,17,1,F,Married,12,G,150
162636,44,26,1,M,Single,7,G,427
151496,61,40,1,M,Married,13,G,89
191771,41,23,1,F,Married,8,G,285
195426,67,49,1,M,Married,8,G,355
196322,20,3,1,F,Married,14,G,296
156319,32,13,1,M,Married,0,D,626
121043,20,3,1,F,Single,11,G,414
178330,61,44,1,M,Single,5,G,329
158855,19,1,1,F,Married,2,G,488
180944,23,5,1,F,Single,11,D,728
148240,58,39,1,M,Single,8,G,416
144420,55,38,1,F,Single,10,G,405
157213,62,42,1,F,Single,9,G,187
164170,43,25,1,F,Married,11,G,248
107331,17,0,1,F,Single,10,D,848
108070,64,45,1,M,Married,14,G,185
191798,68,50,1,F,Single,6,G,408
106607,41,23,1,F,Single,15,G,138
195955,53,36,1,M,Single,14,G,260
163791,32,12,1,F,Single,7,G,425
147385,30,9,1,M,Single,9,G,401
178441,19,0,1,F,Single,8,D,690
123977,42,21,1,F,Single,10,G,381
186755,36,18,1,M,Married,9,G,393
145204,62,41,1,F,Single,11,G,370
193091,64,45,1,M,Married,10,G,277
100865,25,8,1,F,Single,12,G,343
169080,47,28,1,F,Single,6,G,377
193669,67,47,1,M,Single,13,G,306
122312,39,22,1,M,Single,6,G,424
101711,21,4,1,F,Married,6,G,432
179457,27,10,1,F,Married,13,G,221
129038,65,44,1,F,Single,12,G,284
116970,25,8,1,M,Married,12,G,280
112251,67,50,1,F,Single,8,G,480
196688,25,7,1,M,Single,2,D,1381
113794,58,38,1,F,Married,8,G,308
115383,55,35,1,F,Married,10,G,334
147959,35,17,1,M,Married,7,G,347
136616,17,0,1,F,Married,13,G,266
167843,60,40,1,M,Married,7,G,285
178817,20,1,1,M,Single,8,D,896
123654,18,0,1,F,Married,1,D,728
119260,61,44,1,M,Married,10,G,90
156108,17,0,1,F,Married,12,G,271
194350,39,21,1,F,Married,13,G,157
177905,22,4,1,M,Married,9,D,725
186695,64,47,1,F,Married,2,G,246
140582,50,30,1,F,Married,9,G,275
149779,66,49,1,M,Married,7,G,318
143893,47,26,1,F,Married,7,G,322
133469,68,50,1,M,Single,15,G,237
122220,17,0,1,F,Single,12,G,425
153422,68,47,1,M,Married,11,G,30
179705,39,18,1,M,Married,2,D,601
127878,43,22,1,M,Married,14,G,389
150485,62,44,1,M,Married,15,G,57
150318,32,13,1,M,Single,1,D,616
184859,65,46,1,F,Married,11,G,128
131590,31,12,1,M,Single,4,D,821
126364,70,50,1,M,Single,1,G,98
174263,47,29,1,M,Married,1,G,422
101997,46,29,1,M,Married,12,G,202
145644,28,8,1,M,Single,5,D,748
156502,43,23,1,F,Married,11,G,289
112132,65,44,1,M,Married,0,G,202
195610,40,23,1,F,Married,11,G,198
134149,63,43,1,F,Married,7,G,116
133468,28,10,1,F,Married,15,G,179
134101,60,43,1,M,Single,15,G,68
155082,68,51,1,F,Married,13,G,116
115142,25,6,1,M,Single,14,D,513
103670,64,44,1,F,Married,2,G,236
154343,32,13,1,F,Single,6,G,447
128942,19,1,1,M,Married,12,G,238
109093,39,21,1,F,Single,4,D,739
146649,20,2,1,M,Single,12,G,352
162980,70,53,1,M,Single,15,G,251
131374,25,7,1,M,Married,3,D,1209
100285,66,47,1,M,Married,9,G,35
147736,47,27,1,F,Married,10,G,329
104527,36,18,1,M,Single,6,G,460
193241,60,41,1,M,Married,12,G,46
156296,27,10,1,F,Single,13,G,242
134318,60,39,1,M,Married,14,G,117
176052,68,51,1,M,Married,2,G,153
142880,43,24,1,F,Married,1,G,437
164802,31,10,1,M,Single,12,G,247
184416,56,38,1,F,Married,15,G,322
188884,17,0,1,F,Single,12,G,350
176278,65,46,1,F,Single,5,G,147
177905,32,14,1,F,Single,9,G,373
176016,22,3,1,F,Married,14,G,329
158925,52,35,1,F,Married,2,G,330
131450,67,50,1,M,Married,14,G,222
144515,28,11,1,M,Married,2,D,537
106507,47,27,1,M,Single,6,G,402
132202,48,30,1,F,Single,8,G,341
131607,43,26,1,F,Married,9,G,335
152294,57,36,1,M,Married,14,G,148
190404,25,6,1,F,Single,10,D,758
132962,43,26,1,F,Married,3,G,410
149721,70,53,1,F,Married,13,G,98
111512,69,52,1,F,Single,10,G,408
149939,70,53,1,F,Married,8,G,63
116276,25,8,1,M,Single,11,G,394
130583,43,24,1,F,Single,1,G,481
119016,70,49,1,M,Single,3,G,180
189771,23,5,1,M,Single,12,G,225
190812,29,9,1,M,Single,14,G,457
197495,64,44,1,M,Married,0,G,79
185418,38,20,1,M,Married,3,D,626
130769,25,6,1,M,Single,11,D,950
162881,60,42,1,M,Single,6,G,149
182077,42,25,1,M,Single,9,G,432
115585,70,51,1,M,Single,15,G,302
104074,70,52,1,M,Married,7,G,184
157822,59,41,1,M,Single,8,G,426
154695,58,39,1,M,Married,8,G,380
185050,52,32,1,F,Married,3,G,440
183979,61,43,1,F,Married,10,G,240
188331,68,48,1,M,Single,10,G,159
143484,40,22,1,M,Married,13,G,159
191389,68,49,1,F,Single,13,G,82
196611,18,0,1,F,Married,11,D,521
132478,55,34,1,M,Married,3,D,536
162503,49,29,1,F,Married,6,G,337
188139,43,26,1,F,Single,10,G,472
114054,22,4,1,M,Single,12,G,481
184811,35,17,1,F,Married,6,G,284
114357,21,4,1,F,Single,7,D,809
173922,22,5,1,F,Single,8,G,407
181090,55,37,1,M,Single,6,G,394
171007,27,6,1,F,Single,10,G,392
185576,55,38,1,M,Married,0,G,488
109483,63,46,1,M,Married,10,G,100
162559,22,3,1,F,Married,14,G,283
121784,20,2,1,F,Single,6,D,577
181434,69,51,1,M,Married,8,G,205
163322,22,5,1,F,Single,9,D,518
192393,45,25,1,F,Married,10,G,308
173162,31,13,1,M,Single,5,D,600
151843,41,24,1,M,Married,10,G,359
160115,51,33,1,F,Single,12,G,294
140578,32,14,1,M,Married,11,G,407
139539,50,33,1,F,Single,8,G,368
128135,33,14,1,F,Single,6,G,463
136631,20,2,1,F,Married,12,G,192
159342,34,13,1,M,Married,10,G,359
187431,18,0,1,F,Married,11,G,222
113780,64,43,1,F,Married,0,G,447
108052,20,1,1,M,Single,12,D,939
120707,22,4,1,F,Single,15,D,573
120777,68,50,1,M,Married,2,G,449
199074,70,50,1,M,Single,13,G,256
102319,22,3,1,M,Single,11,D,853
104980,17,0,1,M,Married,8,G,477
181837,21,4,1,F,Single,11,G,272
196356,16,0,1,M,Married,13,G,238
164360,19,0,1,F,Married,12,G,396
136359,20,3,1,F,Married,3,D,503
113819,53,32,1,F,Married,9,G,359
150686,44,23,1,F,Single,8,G,370
113036,32,11,1,M,Married,14,G,260
108161,43,25,1,F,Married,7,G,329
131341,26,8,1,F,Married,12,G,126
183715,61,44,1,M,Single,0,D,577
194376,69,52,1,M,Single,8,G,153
179585,55,37,1,F,Married,11,G,343
178821,59,38,1,F,Single,15,G,490
152551,18,0,1,M,Married,11,G,282
120184,53,33,1,F,Married,9,G,331
127064,27,8,1,M,Single,9,G,485
101209,61,43,1,M,Single,4,G,262
132131,37,19,1,M,Married,9,G,377
112370,66,47,1,M,Married,10,G,72
101733,52,31,1,F,Married,2,D,645
152774,38,18,1,F,Single,7,G,485
157408,16,0,1,F,Single,13,G,419
182149,18,0,1,M,Single,13,D,564
188268,63,44,1,M,Single,13,G,264
128649,26,6,1,M,Single,4,D,637
152732,69,51,1,F,Single,12,G,103
121023,21,4,1,F,Married,9,G,303
123822,19,0,1,F,Single,10,G,433
155758,70,52,1,M,Married,3,G,117
140201,23,5,1,F,Single,15,D,698
133123,19,0,1,F,Married,13,G,320
192355,63,42,1,F,Married,7,G,160
104292,62,41,1,M,Single,11,G,300
145276,23,5,1,F,Married,15,G,252
106458,22,4,1,F,Married,6,G,490
171066,63,46,1,M,Married,0,G,377
153763,16,0,1,M,Single,13,D,580
113131,16,0,1,F,Single,11,G,432
153668,66,47,1,M,Married,6,G,325
152669,34,14,1,F,Single,3,G,405
181057,59,38,1,M,Single,15,G,176
106693,54,35,1,M,Married,0,D,721
129418,67,46,1,F,Single,4,G,424
160916,19,1,1,F,Single,0,D,1132
125172,41,21,1,M,Single,15,G,277
108517,45,27,1,M,Married,14,G,270
137465,25,6,1,F,Single,14,G,283
134189,24,7,1,F,Married,12,G,167
141943,50,33,1,F,Married,10,G,300
102157,21,3,1,F,Married,9,G,326
139778,66,49,1,M,Single,12,G,297
187135,69,52,1,M,Single,10,G,188
155755,25,8,1,F,Single,10,D,608
110474,19,1,1,F,Single,5,D,842
196644,53,33,1,M,Single,10,G,391
177381,70,50,1,F,Married,12,G,85
175368,41,20,1,F,Single,0,D,598
126150,69,49,1,M,Married,9,G,83
191603,65,48,1,M,Married,10,G,34
113027,35,14,1,F,Married,8,G,318
131459,28,11,1,M,Single,5,D,811
107265,22,3,1,M,Married,12,G,303
186064,20,1,1,F,Single,12,D,626
118262,21,4,1,M,Single,10,D,953
175141,65,47,1,F,Married,15,G,20
135261,17,0,1,F,Married,10,G,282
112865,60,40,1,F,Married,8,G,31
175324,64,47,1,M,Married,11,G,213
154115,25,6,1,M,Single,15,D,610
136045,28,11,1,F,Married,8,G,285
156028,65,44,1,M,Single,5,G,274
163731,16,0,1,M,Married,15,G,445
194671,60,39,1,M,Single,7,G,128
127563,69,51,1,F,Married,2,G,350
154480,44,26,1,M,Single,2,D,517
188834,21,4,1,F,Single,14,D,773
144689,63,44,1,F,Married,6,G,230
160702,70,50,1,F,Single,11,G,216
145914,70,50,1,M,Single,9,G,285
127510,23,5,1,F,Married,14,G,211
174515,64,44,1,M,Single,1,D,531
129161,45,25,1,F,Single,12,G,326
186293,26,9,1,F,Married,4,D,591
131849,46,26,1,M,Single,12,G,364
130405,21,3,1,F,Married,13,G,428
190620,16,0,1,M,Single,15,G,451
160732,23,4,1,M,Married,12,G,366
178493,25,7,1,F,Married,15,D,523
151124,19,1,1,F,Married,14,G,408
168263,66,46,1,M,Married,0,D,551
173044,47,30,1,F,Married,8,G,302
181070,63,46,1,F,Married,3,G,205
149419,30,9,1,F,Single,10,G,396
162111,46,29,1,M,Married,7,G,383
185377,18,0,1,F,Single,8,D,500
182724,61,43,1,F,Married,14,G,17
127716,31,13,1,F,Single,2,D,708
180478,24,6,1,F,Married,12,G,247
165149,40,21,1,F,Single,2,D,602
191464,63,46,1,F,Single,1,G,142
172571,44,27,1,F,Single,8,G,426
143774,17,0,1,F,Married,13,G,408
152479,33,16,1,M,Married,9,G,313
111131,49,28,1,M,Single,11,G,350
115591,30,10,1,M,Single,9,G,421
169182,65,44,1,F,Married,0,G,172
190402,63,42,1,F,Single,13,G,193
129879,65,47,1,F,Married,2,G,222
194685,21,4,1,M,Married,9,D,708
100599,44,27,1,M,Married,7,G,395
123039,25,7,1,F,Single,12,G,328
166267,21,3,1,F,Single,9,D,534
170631,45,24,1,F,Married,12,G,233
117296,40,22,1,M,Married,7,G,338
176266,18,0,1,F,Single,9,D,501
166099,69,51,1,M,Married,2,D,588
110149,59,38,1,F,Single,12,G,277
195044,29,8,1,F,Single,10,G,440
141276,64,45,1,M,Single,14,G,351
130880,52,31,1,M,Married,3,D,736
102965,66,46,1,M,Married,8,G,224
170061,16,0,1,F,Married,9,G,297
116113,45,28,1,F,Married,15,G,199
127645,68,51,1,F,Married,0,G,269
198391,31,10,1,F,Single,15,G,283
105405,16,0,1,M,Single,8,D,855
116177,62,41,1,F,Married,6,G,39
113068,22,5,1,M,Married,9,D,535
184120,51,30,1,M,Married,7,G,345
148268,30,11,1,F,Single,2,G,426
113794,44,24,1,M,Single,7,G,431
162128,52,33,1,M,Single,7,D,505
128988,29,12,1,M,Single,8,D,578
107925,43,23,1,M,Single,4,D,673
176097,42,25,1,F,Single,0,G,410
126368,50,32,1,F,Married,3,G,378
139959,45,27,1,F,Single,6,G,398
180914,53,32,1,F,Single,13,G,369
128087,23,4,1,F,Single,14,G,343
114224,66,48,1,M,Married,6,G,53
154742,36,18,1,M,Married,8,G,377
158125,23,4,1,M,Single,0,D,1341
131509,22,4,1,M,Single,5,D,1621
181260,17,0,1,M,Single,12,G,382
124724,21,4,1,M,Single,13,D,1240
161929,49,28,1,M,Married,15,G,157
178289,17,0,1,F,Single,5,D,936
133381,25,7,1,M,Single,4,D,1098
159302,34,13,1,M,Single,7,G,436
163061,34,15,1,F,Single,4,G,370
182950,18,1,1,F,Single,5,D,838
141876,60,40,1,F,Single,1,G,400
